ensembl_gene_id,gene_name,chromosome,gene_type,go_ids,go_terms,ribosomal_evidence,ensembl_dataset,go_obo_source,filter_note
ENSG00000189145,RPL32P36,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000189343,RPS2P46,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000196933,RPS26P11,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000197149,RPS2P40,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000197728,RPS26,12,,GO:0002181;GO:0003723;GO:0003729;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005737;GO:0005783;GO:0005791;GO:0005829;GO:0005840;GO:0006412;GO:0015935;GO:0016020;GO:0022626;GO:0022627;GO:0033119;GO:0045202;GO:0045296;GO:0070062;GO:0098556;GO:1990904,RNA binding;cadherin binding;cytoplasm;cytoplasmic side of rough endoplasmic reticulum membrane;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;endoplasmic reticulum;extracellular exosome;mRNA binding;membrane;negative regulation of RNA splicing;nucleolus;nucleoplasm;protein binding;ribonucleoprotein complex;ribosome;rough endoplasmic reticulum;small ribosomal subunit;structural constituent of ribosome;synapse;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000197756,RPL37A,2,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005737;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006941;GO:0007283;GO:0008270;GO:0022625;GO:0022626;GO:0045202;GO:0046872;GO:0070062;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;extracellular exosome;focal adhesion;metal ion binding;negative regulation of myoblast fusion;nucleus;protein binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;synapse;translation;zinc ion binding,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000197958,RPL12,9,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005737;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006941;GO:0007283;GO:0014069;GO:0016020;GO:0022625;GO:0022626;GO:0070062;GO:0070180;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;extracellular exosome;focal adhesion;large ribosomal subunit rRNA binding;membrane;negative regulation of myoblast fusion;postsynaptic density;protein binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000198034,RPS4X,X,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005654;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0008284;GO:0015935;GO:0016020;GO:0019843;GO:0022626;GO:0022627;GO:0032040;GO:0036464;GO:0042274;GO:0045727;GO:0070062;GO:1990904,RNA binding;cytoplasm;cytoplasmic ribonucleoprotein granule;cytoplasmic translation;cytosol;cytosolic ribosome;cytosolic small ribosomal subunit;extracellular exosome;focal adhesion;membrane;nucleolus;nucleoplasm;positive regulation of cell population proliferation;positive regulation of translation;protein binding;rRNA binding;ribonucleoprotein complex;ribosomal small subunit biogenesis;ribosome;small ribosomal subunit;small-subunit processome;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000198208,RPS6KL1,14,,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005840;GO:0016301;GO:0016740;GO:0106310;GO:1990904,ATP binding;kinase activity;nucleotide binding;protein kinase activity;protein serine kinase activity;protein serine/threonine kinase activity;ribonucleoprotein complex;ribosome;transferase activity,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000198242,RPL23A,17,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005730;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0007283;GO:0019843;GO:0022625;GO:0022626;GO:0045296;GO:0070062;GO:1901740;GO:1904841;GO:1990904,RNA binding;TORC2 complex binding;cadherin binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;extracellular exosome;negative regulation of myoblast fusion;nucleolus;nucleus;protein binding;rRNA binding;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000198755,RPL10A,6,,GO:0002181;GO:0003723;GO:0003735;GO:0005515;GO:0005634;GO:0005730;GO:0005737;GO:0005783;GO:0005829;GO:0005840;GO:0005925;GO:0006412;GO:0006941;GO:0007283;GO:0014069;GO:0015934;GO:0016020;GO:0022625;GO:0022626;GO:0045471;GO:0070062;GO:1901740;GO:1990904,RNA binding;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;endoplasmic reticulum;extracellular exosome;focal adhesion;large ribosomal subunit;membrane;negative regulation of myoblast fusion;nucleolus;nucleus;postsynaptic density;protein binding;response to ethanol;ribonucleoprotein complex;ribosome;spermatogenesis;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000198918,RPL39,X,,GO:0002181;GO:0002227;GO:0003723;GO:0003735;GO:0005615;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0006941;GO:0019731;GO:0022625;GO:0022626;GO:0050830;GO:0061844;GO:1901740;GO:1990904,RNA binding;antibacterial humoral response;antimicrobial humoral immune response mediated by antimicrobial peptide;cytoplasm;cytoplasmic translation;cytosol;cytosolic large ribosomal subunit;cytosolic ribosome;defense response to Gram-positive bacterium;extracellular space;innate immune response in mucosa;negative regulation of myoblast fusion;ribonucleoprotein complex;ribosome;striated muscle contraction;structural constituent of ribosome;translation,gene_name_pattern:RPL*/RPS*;go_terms:GO:0003735,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000204196,RPL12P16,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000204758,RPL26L1-AS1,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000205644,RPS2P23,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000205871,RPS3AP47,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000206147,RPL23AP57,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000212664,RPL17P39,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000212695,RPL18AP11,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213013,RPS15AP36,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213035,RPL23AP80,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213075,RPL31P11,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213109,RPL7AP37,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213122,RPL23AP46,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213128,RPL32P31,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213147,RPL23AP60,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213152,RPL7AP60,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213157,RPL32P10,3,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213179,RPL17P41,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213180,RPL36AP48,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213210,RPL32P17,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213228,RPL12P38,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213233,RPL23AP62,11,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213238,RPS17P12,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213253,RPL12P42,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213269,RPS6P26,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213270,RPL6P25,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213280,RPS10P15,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213285,RPL23AP45,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213291,RPL31P39,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213295,RPL22P10,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213296,RPS2P31,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213302,RPL31P37,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213303,RPS12P32,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213304,RPL18AP13,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213307,RPL18P11,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213309,RPL9P18,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213312,RPL7AP34,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213326,RPS7P11,17,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213343,RPL21P18,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213361,RPL36P12,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213385,RPL7AP39,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213399,RPS2P17,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213400,RPL12P18,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213421,RPL7AP17,1,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213432,RPL17P34,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213461,RPL32P15,6,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213470,RPL31P51,12,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213495,RPL26P13,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213527,RPS12P25,15,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213529,RPL32P22,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213542,RPL7AP43,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213557,RPL31P43,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213609,RPL7AP50,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213620,RPL21P70,2,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213653,RPL22P22,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213657,RPL31P44,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213663,RPL21P58,5,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213669,RPL21P86,9,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213695,RPS7P14,X,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213700,RPL17P50,10,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213717,RPL18AP10,7,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
ENSG00000213726,RPS2P52,19,,,,gene_name_pattern:RPL*/RPS*,mygene.info:v3;fetched=2026-01-12,http://purl.obolibrary.org/obo/go.obo,Structural ribosomal protein (RPL*/RPS* pattern) for QC
